Nome_arquivo	Temperatura_inicial	SAMAX	Qtd_Reaquecimentos	Metodo_Vizinho	Função_Objetivo	Iteração
1	100	10	14	1	66	64
1	100	10	14	1	66	65
1	100	10	14	1	65	66
1	100	10	14	1	65	67
1	100	10	14	1	66	68
1	100	10	14	1	64	69
1	100	10	14	1	67	70
1	100	10	14	1	66	71
1	100	10	14	1	64	72
1	100	10	14	1	66	73
1	100	10	14	1	67	74
1	100	10	14	1	66	75
1	100	10	14	1	66	76
1	100	10	14	1	66	77
1	100	10	14	1	64	78
1	100	10	14	1	67	79
1	100	10	14	1	68	80
1	100	10	14	1	64	81
1	100	10	14	1	68	82
1	100	10	14	1	66	83
1	100	10	14	1	65	84
1	100	10	14	1	65	85
1	100	10	14	1	66	86
1	100	10	14	1	64	87
1	100	10	14	1	65	88
1	100	10	14	1	66	89
1	100	10	14	1	66	90
1	100	10	14	1	67	91
1	100	10	14	1	65	92
1	100	10	14	1	64	93
1	100	10	14	1	67	94
1	100	10	14	1	65	95
1	100	10	14	1	67	96
1	100	10	14	1	63	97
1	100	10	14	1	65	98
1	100	10	14	1	67	99
1	100	10	14	1	66	100
1	100	10	14	2	62	1
1	100	10	14	2	63	2
1	100	10	14	2	63	3
1	100	10	14	2	60	4
1	100	10	14	2	62	5
1	100	10	14	2	67	6
1	100	10	14	2	65	7
1	100	10	14	2	66	8
1	100	10	14	2	62	9
1	100	10	14	2	63	10
1	100	10	14	2	64	11
1	100	10	14	2	65	12
1	100	10	14	2	65	13
1	100	10	14	2	64	14
1	100	10	14	2	68	15
1	100	10	14	2	62	16
1	100	10	14	2	66	17
1	100	10	14	2	67	18
1	100	10	14	2	61	19
1	100	10	14	2	66	20
1	100	10	14	2	66	21
1	100	10	14	2	66	22
1	100	10	14	2	65	23
1	100	10	14	2	64	24
1	100	10	14	2	64	25
1	100	10	14	2	65	26
1	100	10	14	2	66	27
1	100	10	14	2	63	28
1	100	10	14	2	63	29
1	100	10	14	2	64	30
1	100	10	14	2	60	31
1	100	10	14	2	64	32
1	100	10	14	2	67	33
1	100	10	14	2	61	34
1	100	10	14	2	69	35
1	100	10	14	2	67	36
1	100	10	14	2	65	37
1	100	10	14	2	65	38
1	100	10	14	2	66	39
1	100	10	14	2	62	40
1	100	10	14	2	65	41
1	100	10	14	2	66	42
1	100	10	14	2	65	43
1	100	10	14	2	65	44
1	100	10	14	2	64	45
1	100	10	14	2	63	46
1	100	10	14	2	66	47
1	100	10	14	2	64	48
1	100	10	14	2	63	49
1	100	10	14	2	65	50
1	100	10	14	2	64	51
1	100	10	14	2	65	52
1	100	10	14	2	64	53
1	100	10	14	2	62	54
1	100	10	14	2	64	55
1	100	10	14	2	65	56
1	100	10	14	2	63	57
1	100	10	14	2	65	58
1	100	10	14	2	64	59
1	100	10	14	2	63	60
1	100	10	14	2	65	61
1	100	10	14	2	61	62
1	100	10	14	2	67	63
1	100	10	14	2	62	64
1	100	10	14	2	64	65
1	100	10	14	2	62	66
1	100	10	14	2	63	67
1	100	10	14	2	65	68
1	100	10	14	2	56	69
1	100	10	14	2	63	70
1	100	10	14	2	64	71
1	100	10	14	2	66	72
1	100	10	14	2	65	73
1	100	10	14	2	65	74
1	100	10	14	2	64	75
1	100	10	14	2	65	76
1	100	10	14	2	62	77
1	100	10	14	2	65	78
1	100	10	14	2	60	79
1	100	10	14	2	64	80
1	100	10	14	2	69	81
1	100	10	14	2	65	82
1	100	10	14	2	63	83
1	100	10	14	2	66	84
1	100	10	14	2	64	85
1	100	10	14	2	65	86
1	100	10	14	2	64	87
1	100	10	14	2	67	88
1	100	10	14	2	66	89
1	100	10	14	2	64	90
1	100	10	14	2	64	91
1	100	10	14	2	63	92
1	100	10	14	2	65	93
1	100	10	14	2	64	94
1	100	10	14	2	64	95
1	100	10	14	2	64	96
1	100	10	14	2	66	97
1	100	10	14	2	65	98
1	100	10	14	2	65	99
1	100	10	14	2	64	100
2	100	10	7	1	63	1
2	100	10	7	1	63	2
2	100	10	7	1	61	3
2	100	10	7	1	63	4
2	100	10	7	1	62	5
2	100	10	7	1	63	6
2	100	10	7	1	63	7
2	100	10	7	1	63	8
2	100	10	7	1	63	9
2	100	10	7	1	63	10
2	100	10	7	1	63	11
2	100	10	7	1	63	12
2	100	10	7	1	63	13
2	100	10	7	1	63	14
2	100	10	7	1	63	15
2	100	10	7	1	63	16
2	100	10	7	1	63	17
2	100	10	7	1	63	18
2	100	10	7	1	62	19
2	100	10	7	1	63	20
2	100	10	7	1	63	21
2	100	10	7	1	63	22
2	100	10	7	1	63	23
2	100	10	7	1	63	24
2	100	10	7	1	62	25
2	100	10	7	1	63	26
2	100	10	7	1	63	27
2	100	10	7	1	62	28
2	100	10	7	1	63	29
2	100	10	7	1	63	30
2	100	10	7	1	61	31
2	100	10	7	1	63	32
2	100	10	7	1	63	33
2	100	10	7	1	61	34
2	100	10	7	1	61	35
2	100	10	7	1	62	36
2	100	10	7	1	60	37
2	100	10	7	1	62	38
2	100	10	7	1	63	39
2	100	10	7	1	62	40
2	100	10	7	1	63	41
2	100	10	7	1	61	42
2	100	10	7	1	61	43
2	100	10	7	1	62	44
2	100	10	7	1	63	45
2	100	10	7	1	62	46
2	100	10	7	1	63	47
2	100	10	7	1	60	48
2	100	10	7	1	62	49
2	100	10	7	1	63	50
2	100	10	7	1	63	51
2	100	10	7	1	62	52
2	100	10	7	1	61	53
2	100	10	7	1	61	54
2	100	10	7	1	62	55
2	100	10	7	1	62	56
2	100	10	7	1	63	57
2	100	10	7	1	63	58
2	100	10	7	1	62	59
2	100	10	7	1	63	60
2	100	10	7	1	63	61
2	100	10	7	1	63	62
2	100	10	7	1	62	63
2	100	10	7	1	63	64
2	100	10	7	1	62	65
2	100	10	7	1	63	66
2	100	10	7	1	60	67
2	100	10	7	1	62	68
2	100	10	7	1	62	69
2	100	10	7	1	63	70
2	100	10	7	1	62	71
2	100	10	7	1	63	72
2	100	10	7	1	61	73
2	100	10	7	1	63	74
2	100	10	7	1	61	75
2	100	10	7	1	63	76
2	100	10	7	1	63	77
2	100	10	7	1	63	78
2	100	10	7	1	62	79
2	100	10	7	1	63	80
2	100	10	7	1	63	81
2	100	10	7	1	62	82
2	100	10	7	1	63	83
2	100	10	7	1	63	84
2	100	10	7	1	63	85
2	100	10	7	1	61	86
2	100	10	7	1	63	87
2	100	10	7	1	61	88
2	100	10	7	1	63	89
2	100	10	7	1	63	90
2	100	10	7	1	63	91
2	100	10	7	1	61	92
2	100	10	7	1	60	93
2	100	10	7	1	63	94
2	100	10	7	1	63	95
2	100	10	7	1	63	96
2	100	10	7	1	62	97
2	100	10	7	1	63	98
2	100	10	7	1	63	99
2	100	10	7	1	61	100
2	100	10	7	2	63	1
2	100	10	7	2	63	2
2	100	10	7	2	62	3
2	100	10	7	2	62	4
2	100	10	7	2	62	5
2	100	10	7	2	63	6
2	100	10	7	2	61	7
2	100	10	7	2	61	8
2	100	10	7	2	62	9
2	100	10	7	2	62	10
2	100	10	7	2	61	11
2	100	10	7	2	62	12
2	100	10	7	2	63	13
2	100	10	7	2	60	14
2	100	10	7	2	61	15
2	100	10	7	2	61	16
2	100	10	7	2	61	17
2	100	10	7	2	61	18
2	100	10	7	2	60	19
2	100	10	7	2	63	20
2	100	10	7	2	61	21
2	100	10	7	2	62	22
2	100	10	7	2	61	23
2	100	10	7	2	61	24
2	100	10	7	2	61	25
2	100	10	7	2	62	26
2	100	10	7	2	60	27
2	100	10	7	2	63	28
2	100	10	7	2	62	29
2	100	10	7	2	62	30
2	100	10	7	2	60	31
2	100	10	7	2	62	32
2	100	10	7	2	60	33
2	100	10	7	2	61	34
2	100	10	7	2	62	35
2	100	10	7	2	61	36
2	100	10	7	2	61	37
2	100	10	7	2	62	38
2	100	10	7	2	61	39
2	100	10	7	2	61	40
2	100	10	7	2	61	41
2	100	10	7	2	59	42
2	100	10	7	2	62	43
2	100	10	7	2	59	44
2	100	10	7	2	61	45
2	100	10	7	2	63	46
2	100	10	7	2	60	47
2	100	10	7	2	62	48
2	100	10	7	2	61	49
2	100	10	7	2	62	50
2	100	10	7	2	61	51
2	100	10	7	2	61	52
2	100	10	7	2	61	53
2	100	10	7	2	62	54
2	100	10	7	2	63	55
2	100	10	7	2	60	56
2	100	10	7	2	60	57
2	100	10	7	2	62	58
2	100	10	7	2	58	59
2	100	10	7	2	62	60
2	100	10	7	2	62	61
2	100	10	7	2	60	62
2	100	10	7	2	62	63
2	100	10	7	2	61	64
2	100	10	7	2	61	65
2	100	10	7	2	63	66
2	100	10	7	2	62	67
2	100	10	7	2	62	68
2	100	10	7	2	63	69
2	100	10	7	2	59	70
2	100	10	7	2	61	71
2	100	10	7	2	60	72
2	100	10	7	2	62	73
2	100	10	7	2	61	74
2	100	10	7	2	61	75
2	100	10	7	2	61	76
2	100	10	7	2	61	77
2	100	10	7	2	60	78
2	100	10	7	2	60	79
2	100	10	7	2	63	80
2	100	10	7	2	61	81
2	100	10	7	2	60	82
2	100	10	7	2	61	83
2	100	10	7	2	63	84
2	100	10	7	2	62	85
2	100	10	7	2	62	86
2	100	10	7	2	61	87
2	100	10	7	2	60	88
2	100	10	7	2	62	89
2	100	10	7	2	61	90
2	100	10	7	2	62	91
2	100	10	7	2	60	92
2	100	10	7	2	62	93
2	100	10	7	2	60	94
2	100	10	7	2	61	95
2	100	10	7	2	60	96
2	100	10	7	2	60	97
2	100	10	7	2	61	98
2	100	10	7	2	58	99
2	100	10	7	2	61	100
2	100	10	14	1	61	1
2	100	10	14	1	61	2
2	100	10	14	1	63	3
2	100	10	14	1	60	4
2	100	10	14	1	62	5
2	100	10	14	1	61	6
2	100	10	14	1	62	7
2	100	10	14	1	63	8
2	100	10	14	1	63	9
2	100	10	14	1	62	10
2	100	10	14	1	62	11
2	100	10	14	1	59	12
2	100	10	14	1	63	13
2	100	10	14	1	61	14
2	100	10	14	1	62	15
2	100	10	14	1	59	16
2	100	10	14	1	63	17
2	100	10	14	1	60	18
2	100	10	14	1	62	19
2	100	10	14	1	62	20
2	100	10	14	1	61	21
2	100	10	14	1	63	22
2	100	10	14	1	61	23
2	100	10	14	1	62	24
2	100	10	14	1	61	25
2	100	10	14	1	62	26
2	100	10	14	1	62	27
2	100	10	14	1	63	28
2	100	10	14	1	61	29
2	100	10	14	1	62	30
2	100	10	14	1	62	31
2	100	10	14	1	62	32
2	100	10	14	1	59	33
2	100	10	14	1	61	34
2	100	10	14	1	62	35
2	100	10	14	1	62	36
2	100	10	14	1	60	37
2	100	10	14	1	63	38
2	100	10	14	1	63	39
2	100	10	14	1	62	40
2	100	10	14	1	63	41
2	100	10	14	1	63	42
2	100	10	14	1	62	43
2	100	10	14	1	63	44
2	100	10	14	1	63	45
2	100	10	14	1	62	46
2	100	10	14	1	63	47
2	100	10	14	1	61	48
2	100	10	14	1	62	49
2	100	10	14	1	62	50
2	100	10	14	1	63	51
2	100	10	14	1	60	52
2	100	10	14	1	61	53
2	100	10	14	1	63	54
2	100	10	14	1	61	55
2	100	10	14	1	61	56
2	100	10	14	1	61	57
2	100	10	14	1	62	58
2	100	10	14	1	61	59
2	100	10	14	1	62	60
2	100	10	14	1	61	61
2	100	10	14	1	59	62
2	100	10	14	1	63	63
2	100	10	14	1	63	64
2	100	10	14	1	62	65
2	100	10	14	1	61	66
2	100	10	14	1	62	67
2	100	10	14	1	63	68
2	100	10	14	1	62	69
2	100	10	14	1	63	70
2	100	10	14	1	62	71
2	100	10	14	1	61	72
2	100	10	14	1	62	73
2	100	10	14	1	63	74
2	100	10	14	1	63	75
2	100	10	14	1	61	76
2	100	10	14	1	62	77
2	100	10	14	1	61	78
2	100	10	14	1	61	79
2	100	10	14	1	63	80
2	100	10	14	1	61	81
2	100	10	14	1	62	82
2	100	10	14	1	59	83
2	100	10	14	1	63	84
2	100	10	14	1	60	85
2	100	10	14	1	61	86
2	100	10	14	1	60	87
2	100	10	14	1	63	88
2	100	10	14	1	61	89
2	100	10	14	1	61	90
2	100	10	14	1	62	91
2	100	10	14	1	62	92
2	100	10	14	1	61	93
2	100	10	14	1	62	94
2	100	10	14	1	62	95
2	100	10	14	1	62	96
2	100	10	14	1	60	97
2	100	10	14	1	62	98
2	100	10	14	1	63	99
2	100	10	14	1	60	100
2	100	10	14	2	59	1
2	100	10	14	2	62	2
2	100	10	14	2	60	3
2	100	10	14	2	62	4
2	100	10	14	2	59	5
2	100	10	14	2	60	6
2	100	10	14	2	60	7
2	100	10	14	2	60	8
2	100	10	14	2	59	9
2	100	10	14	2	61	10
2	100	10	14	2	62	11
2	100	10	14	2	62	12
2	100	10	14	2	60	13
2	100	10	14	2	59	14
2	100	10	14	2	61	15
2	100	10	14	2	62	16
2	100	10	14	2	60	17
2	100	10	14	2	60	18
2	100	10	14	2	59	19
2	100	10	14	2	60	20
2	100	10	14	2	61	21
2	100	10	14	2	60	22
2	100	10	14	2	61	23
2	100	10	14	2	61	24
2	100	10	14	2	59	25
2	100	10	14	2	58	26
2	100	10	14	2	61	27
2	100	10	14	2	59	28
2	100	10	14	2	63	29
2	100	10	14	2	61	30
2	100	10	14	2	59	31
2	100	10	14	2	61	32
2	100	10	14	2	61	33
2	100	10	14	2	60	34
2	100	10	14	2	62	35
2	100	10	14	2	61	36
2	100	10	14	2	60	37
2	100	10	14	2	60	38
2	100	10	14	2	60	39
2	100	10	14	2	60	40
2	100	10	14	2	61	41
2	100	10	14	2	59	42
2	100	10	14	2	59	43
2	100	10	14	2	62	44
2	100	10	14	2	60	45
2	100	10	14	2	59	46
2	100	10	14	2	62	47
2	100	10	14	2	61	48
2	100	10	14	2	61	49
2	100	10	14	2	60	50
2	100	10	14	2	59	51
2	100	10	14	2	60	52
2	100	10	14	2	61	53
2	100	10	14	2	61	54
2	100	10	14	2	62	55
2	100	10	14	2	57	56
2	100	10	14	2	62	57
2	100	10	14	2	60	58
2	100	10	14	2	61	59
2	100	10	14	2	59	60
2	100	10	14	2	60	61
2	100	10	14	2	59	62
2	100	10	14	2	61	63
2	100	10	14	2	58	64
2	100	10	14	2	61	65
2	100	10	14	2	61	66
2	100	10	14	2	62	67
2	100	10	14	2	60	68
2	100	10	14	2	61	69
2	100	10	14	2	60	70
2	100	10	14	2	59	71
2	100	10	14	2	60	72
2	100	10	14	2	60	73
2	100	10	14	2	60	74
2	100	10	14	2	61	75
2	100	10	14	2	60	76
2	100	10	14	2	60	77
2	100	10	14	2	60	78
2	100	10	14	2	57	79
2	100	10	14	2	62	80
2	100	10	14	2	60	81
2	100	10	14	2	61	82
2	100	10	14	2	62	83
2	100	10	14	2	60	84
2	100	10	14	2	60	85
2	100	10	14	2	60	86
2	100	10	14	2	59	87
2	100	10	14	2	60	88
2	100	10	14	2	61	89
2	100	10	14	2	61	90
2	100	10	14	2	60	91
2	100	10	14	2	62	92
2	100	10	14	2	61	93
2	100	10	14	2	62	94
2	100	10	14	2	61	95
2	100	10	14	2	60	96
2	100	10	14	2	62	97
2	100	10	14	2	58	98
2	100	10	14	2	59	99
2	100	10	14	2	58	100
