Nome_arquivo	Temperatura_inicial	SAMAX	Qtd_Reaquecimentos	Metodo_Vizinho	Função_Objetivo	Iteração
1	100	10	7	1	68	92
1	100	10	7	1	69	93
1	100	10	7	1	66	94
1	100	10	7	1	66	95
1	100	10	7	1	67	96
1	100	10	7	1	67	97
1	100	10	7	1	67	98
1	100	10	7	1	67	99
1	100	10	7	1	67	100
1	100	10	7	2	66	1
1	100	10	7	2	66	2
1	100	10	7	2	69	3
1	100	10	7	2	66	4
1	100	10	7	2	65	5
1	100	10	7	2	66	6
1	100	10	7	2	67	7
1	100	10	7	2	67	8
1	100	10	7	2	65	9
1	100	10	7	2	68	10
1	100	10	7	2	67	11
1	100	10	7	2	65	12
1	100	10	7	2	65	13
1	100	10	7	2	69	14
1	100	10	7	2	68	15
1	100	10	7	2	67	16
1	100	10	7	2	68	17
1	100	10	7	2	66	18
1	100	10	7	2	64	19
1	100	10	7	2	68	20
1	100	10	7	2	65	21
1	100	10	7	2	67	22
1	100	10	7	2	65	23
1	100	10	7	2	63	24
1	100	10	7	2	66	25
1	100	10	7	2	66	26
1	100	10	7	2	64	27
1	100	10	7	2	66	28
1	100	10	7	2	66	29
1	100	10	7	2	67	30
1	100	10	7	2	66	31
1	100	10	7	2	67	32
1	100	10	7	2	65	33
1	100	10	7	2	64	34
1	100	10	7	2	66	35
1	100	10	7	2	68	36
1	100	10	7	2	67	37
1	100	10	7	2	65	38
1	100	10	7	2	67	39
1	100	10	7	2	67	40
1	100	10	7	2	65	41
1	100	10	7	2	66	42
1	100	10	7	2	67	43
1	100	10	7	2	64	44
1	100	10	7	2	70	45
1	100	10	7	2	64	46
1	100	10	7	2	64	47
1	100	10	7	2	68	48
1	100	10	7	2	67	49
1	100	10	7	2	68	50
1	100	10	7	2	66	51
1	100	10	7	2	66	52
1	100	10	7	2	65	53
1	100	10	7	2	67	54
1	100	10	7	2	65	55
1	100	10	7	2	67	56
1	100	10	7	2	63	57
1	100	10	7	2	67	58
1	100	10	7	2	64	59
1	100	10	7	2	68	60
1	100	10	7	2	69	61
1	100	10	7	2	65	62
1	100	10	7	2	65	63
1	100	10	7	2	66	64
1	100	10	7	2	67	65
1	100	10	7	2	67	66
1	100	10	7	2	66	67
1	100	10	7	2	69	68
1	100	10	7	2	68	69
1	100	10	7	2	64	70
1	100	10	7	2	66	71
1	100	10	7	2	68	72
1	100	10	7	2	67	73
1	100	10	7	2	68	74
1	100	10	7	2	69	75
1	100	10	7	2	68	76
1	100	10	7	2	65	77
1	100	10	7	2	69	78
1	100	10	7	2	66	79
1	100	10	7	2	68	80
1	100	10	7	2	67	81
1	100	10	7	2	65	82
1	100	10	7	2	64	83
1	100	10	7	2	65	84
1	100	10	7	2	65	85
1	100	10	7	2	67	86
1	100	10	7	2	62	87
1	100	10	7	2	68	88
1	100	10	7	2	67	89
1	100	10	7	2	65	90
1	100	10	7	2	67	91
1	100	10	7	2	68	92
1	100	10	7	2	66	93
1	100	10	7	2	68	94
1	100	10	7	2	66	95
1	100	10	7	2	66	96
1	100	10	7	2	66	97
1	100	10	7	2	62	98
1	100	10	7	2	68	99
1	100	10	7	2	67	100
1	100	10	14	1	65	1
1	100	10	14	1	66	2
1	100	10	14	1	67	3
1	100	10	14	1	66	4
1	100	10	14	1	64	5
1	100	10	14	1	66	6
1	100	10	14	1	67	7
1	100	10	14	1	66	8
1	100	10	14	1	68	9
1	100	10	14	1	66	10
1	100	10	14	1	67	11
1	100	10	14	1	66	12
1	100	10	14	1	66	13
1	100	10	14	1	66	14
1	100	10	14	1	66	15
1	100	10	14	1	67	16
1	100	10	14	1	66	17
1	100	10	14	1	66	18
1	100	10	14	1	64	19
1	100	10	14	1	65	20
1	100	10	14	1	67	21
1	100	10	14	1	66	22
1	100	10	14	1	66	23
1	100	10	14	1	64	24
1	100	10	14	1	67	25
1	100	10	14	1	65	26
1	100	10	14	1	67	27
1	100	10	14	1	66	28
1	100	10	14	1	64	29
1	100	10	14	1	67	30
1	100	10	14	1	67	31
1	100	10	14	1	67	32
1	100	10	14	1	66	33
1	100	10	14	1	66	34
1	100	10	14	1	65	35
1	100	10	14	1	65	36
1	100	10	14	1	65	37
1	100	10	14	1	67	38
1	100	10	14	1	65	39
1	100	10	14	1	67	40
1	100	10	14	1	66	41
1	100	10	14	1	63	42
1	100	10	14	1	66	43
1	100	10	14	1	66	44
1	100	10	14	1	66	45
1	100	10	14	1	65	46
1	100	10	14	1	65	47
1	100	10	14	1	65	48
1	100	10	14	1	68	49
1	100	10	14	1	66	50
1	100	10	14	1	66	51
1	100	10	14	1	67	52
1	100	10	14	1	64	53
1	100	10	14	1	67	54
1	100	10	14	1	65	55
1	100	10	14	1	65	56
1	100	10	14	1	67	57
1	100	10	14	1	66	58
1	100	10	14	1	66	59
1	100	10	14	1	65	60
1	100	10	14	1	65	61
1	100	10	14	1	67	62
1	100	10	14	1	66	63
1	100	10	14	1	66	64
1	100	10	14	1	66	65
1	100	10	14	1	66	66
1	100	10	14	1	66	67
1	100	10	14	1	66	68
1	100	10	14	1	67	69
1	100	10	14	1	67	70
1	100	10	14	1	66	71
1	100	10	14	1	65	72
1	100	10	14	1	66	73
1	100	10	14	1	67	74
1	100	10	14	1	66	75
1	100	10	14	1	67	76
1	100	10	14	1	65	77
1	100	10	14	1	67	78
1	100	10	14	1	64	79
1	100	10	14	1	65	80
1	100	10	14	1	63	81
1	100	10	14	1	67	82
1	100	10	14	1	65	83
1	100	10	14	1	67	84
1	100	10	14	1	66	85
1	100	10	14	1	63	86
1	100	10	14	1	65	87
1	100	10	14	1	67	88
1	100	10	14	1	65	89
1	100	10	14	1	68	90
1	100	10	14	1	67	91
1	100	10	14	1	68	92
1	100	10	14	1	67	93
1	100	10	14	1	65	94
1	100	10	14	1	66	95
1	100	10	14	1	68	96
1	100	10	14	1	66	97
1	100	10	14	1	66	98
1	100	10	14	1	64	99
1	100	10	14	1	67	100
1	100	10	14	2	65	1
1	100	10	14	2	65	2
1	100	10	14	2	66	3
1	100	10	14	2	62	4
1	100	10	14	2	62	5
1	100	10	14	2	67	6
1	100	10	14	2	65	7
1	100	10	14	2	66	8
1	100	10	14	2	62	9
1	100	10	14	2	64	10
1	100	10	14	2	62	11
1	100	10	14	2	66	12
1	100	10	14	2	66	13
1	100	10	14	2	65	14
1	100	10	14	2	61	15
1	100	10	14	2	65	16
1	100	10	14	2	64	17
1	100	10	14	2	65	18
1	100	10	14	2	61	19
1	100	10	14	2	66	20
1	100	10	14	2	61	21
1	100	10	14	2	65	22
1	100	10	14	2	65	23
1	100	10	14	2	68	24
1	100	10	14	2	65	25
1	100	10	14	2	66	26
1	100	10	14	2	63	27
1	100	10	14	2	64	28
1	100	10	14	2	65	29
1	100	10	14	2	65	30
1	100	10	14	2	63	31
1	100	10	14	2	65	32
1	100	10	14	2	63	33
1	100	10	14	2	66	34
1	100	10	14	2	67	35
1	100	10	14	2	64	36
1	100	10	14	2	65	37
1	100	10	14	2	61	38
1	100	10	14	2	67	39
1	100	10	14	2	68	40
1	100	10	14	2	66	41
1	100	10	14	2	65	42
1	100	10	14	2	65	43
1	100	10	14	2	64	44
1	100	10	14	2	64	45
1	100	10	14	2	64	46
1	100	10	14	2	64	47
1	100	10	14	2	66	48
1	100	10	14	2	65	49
1	100	10	14	2	64	50
1	100	10	14	2	65	51
1	100	10	14	2	64	52
1	100	10	14	2	64	53
1	100	10	14	2	65	54
1	100	10	14	2	64	55
1	100	10	14	2	66	56
1	100	10	14	2	65	57
1	100	10	14	2	64	58
1	100	10	14	2	62	59
1	100	10	14	2	63	60
1	100	10	14	2	65	61
1	100	10	14	2	63	62
1	100	10	14	2	66	63
1	100	10	14	2	66	64
1	100	10	14	2	65	65
1	100	10	14	2	66	66
1	100	10	14	2	66	67
1	100	10	14	2	63	68
1	100	10	14	2	64	69
1	100	10	14	2	64	70
1	100	10	14	2	68	71
1	100	10	14	2	64	72
1	100	10	14	2	60	73
1	100	10	14	2	65	74
1	100	10	14	2	66	75
1	100	10	14	2	64	76
1	100	10	14	2	66	77
1	100	10	14	2	65	78
1	100	10	14	2	66	79
1	100	10	14	2	66	80
1	100	10	14	2	62	81
1	100	10	14	2	64	82
1	100	10	14	2	64	83
1	100	10	14	2	63	84
1	100	10	14	2	63	85
1	100	10	14	2	65	86
1	100	10	14	2	66	87
1	100	10	14	2	64	88
1	100	10	14	2	64	89
1	100	10	14	2	65	90
1	100	10	14	2	65	91
1	100	10	14	2	66	92
1	100	10	14	2	61	93
1	100	10	14	2	62	94
1	100	10	14	2	65	95
1	100	10	14	2	65	96
1	100	10	14	2	65	97
1	100	10	14	2	65	98
1	100	10	14	2	64	99
1	100	10	14	2	65	100
2	100	10	7	1	61	1
2	100	10	7	1	63	2
2	100	10	7	1	62	3
2	100	10	7	1	62	4
2	100	10	7	1	63	5
2	100	10	7	1	63	6
2	100	10	7	1	63	7
2	100	10	7	1	63	8
2	100	10	7	1	63	9
2	100	10	7	1	62	10
2	100	10	7	1	63	11
2	100	10	7	1	62	12
2	100	10	7	1	63	13
2	100	10	7	1	62	14
2	100	10	7	1	63	15
2	100	10	7	1	61	16
2	100	10	7	1	63	17
2	100	10	7	1	63	18
2	100	10	7	1	62	19
2	100	10	7	1	63	20
2	100	10	7	1	63	21
2	100	10	7	1	61	22
2	100	10	7	1	63	23
2	100	10	7	1	63	24
2	100	10	7	1	63	25
2	100	10	7	1	63	26
2	100	10	7	1	63	27
2	100	10	7	1	63	28
2	100	10	7	1	63	29
2	100	10	7	1	63	30
2	100	10	7	1	63	31
2	100	10	7	1	63	32
2	100	10	7	1	62	33
2	100	10	7	1	63	34
2	100	10	7	1	63	35
2	100	10	7	1	61	36
2	100	10	7	1	63	37
2	100	10	7	1	62	38
2	100	10	7	1	62	39
2	100	10	7	1	63	40
2	100	10	7	1	63	41
2	100	10	7	1	63	42
2	100	10	7	1	61	43
2	100	10	7	1	63	44
2	100	10	7	1	63	45
2	100	10	7	1	62	46
2	100	10	7	1	63	47
2	100	10	7	1	63	48
2	100	10	7	1	63	49
2	100	10	7	1	63	50
2	100	10	7	1	63	51
2	100	10	7	1	63	52
2	100	10	7	1	62	53
2	100	10	7	1	63	54
2	100	10	7	1	63	55
2	100	10	7	1	63	56
2	100	10	7	1	63	57
2	100	10	7	1	63	58
2	100	10	7	1	63	59
2	100	10	7	1	61	60
2	100	10	7	1	63	61
2	100	10	7	1	62	62
2	100	10	7	1	62	63
2	100	10	7	1	63	64
2	100	10	7	1	63	65
2	100	10	7	1	63	66
2	100	10	7	1	63	67
2	100	10	7	1	63	68
2	100	10	7	1	63	69
2	100	10	7	1	62	70
2	100	10	7	1	63	71
2	100	10	7	1	62	72
2	100	10	7	1	62	73
2	100	10	7	1	63	74
2	100	10	7	1	62	75
2	100	10	7	1	63	76
2	100	10	7	1	62	77
2	100	10	7	1	63	78
2	100	10	7	1	62	79
2	100	10	7	1	63	80
2	100	10	7	1	63	81
2	100	10	7	1	62	82
2	100	10	7	1	63	83
2	100	10	7	1	63	84
2	100	10	7	1	63	85
2	100	10	7	1	63	86
2	100	10	7	1	62	87
2	100	10	7	1	61	88
2	100	10	7	1	63	89
2	100	10	7	1	63	90
2	100	10	7	1	63	91
2	100	10	7	1	63	92
2	100	10	7	1	63	93
2	100	10	7	1	63	94
2	100	10	7	1	63	95
2	100	10	7	1	63	96
2	100	10	7	1	63	97
2	100	10	7	1	62	98
2	100	10	7	1	62	99
2	100	10	7	1	63	100
2	100	10	7	2	62	1
2	100	10	7	2	62	2
2	100	10	7	2	61	3
2	100	10	7	2	61	4
2	100	10	7	2	62	5
2	100	10	7	2	60	6
2	100	10	7	2	62	7
2	100	10	7	2	62	8
2	100	10	7	2	61	9
2	100	10	7	2	61	10
2	100	10	7	2	63	11
2	100	10	7	2	63	12
2	100	10	7	2	62	13
2	100	10	7	2	63	14
2	100	10	7	2	62	15
2	100	10	7	2	62	16
2	100	10	7	2	60	17
2	100	10	7	2	62	18
2	100	10	7	2	63	19
2	100	10	7	2	61	20
2	100	10	7	2	62	21
2	100	10	7	2	62	22
2	100	10	7	2	62	23
2	100	10	7	2	62	24
2	100	10	7	2	62	25
2	100	10	7	2	62	26
2	100	10	7	2	62	27
2	100	10	7	2	62	28
2	100	10	7	2	61	29
2	100	10	7	2	62	30
2	100	10	7	2	61	31
2	100	10	7	2	62	32
2	100	10	7	2	62	33
2	100	10	7	2	62	34
2	100	10	7	2	63	35
2	100	10	7	2	63	36
2	100	10	7	2	62	37
2	100	10	7	2	62	38
2	100	10	7	2	61	39
2	100	10	7	2	63	40
2	100	10	7	2	62	41
2	100	10	7	2	61	42
2	100	10	7	2	61	43
2	100	10	7	2	61	44
2	100	10	7	2	62	45
2	100	10	7	2	62	46
2	100	10	7	2	60	47
2	100	10	7	2	61	48
2	100	10	7	2	61	49
2	100	10	7	2	62	50
2	100	10	7	2	59	51
2	100	10	7	2	61	52
2	100	10	7	2	63	53
2	100	10	7	2	60	54
2	100	10	7	2	63	55
2	100	10	7	2	63	56
2	100	10	7	2	60	57
2	100	10	7	2	61	58
2	100	10	7	2	63	59
2	100	10	7	2	60	60
2	100	10	7	2	63	61
2	100	10	7	2	62	62
2	100	10	7	2	63	63
2	100	10	7	2	62	64
2	100	10	7	2	61	65
2	100	10	7	2	62	66
2	100	10	7	2	62	67
2	100	10	7	2	63	68
2	100	10	7	2	60	69
2	100	10	7	2	61	70
2	100	10	7	2	62	71
2	100	10	7	2	62	72
2	100	10	7	2	62	73
2	100	10	7	2	63	74
2	100	10	7	2	63	75
2	100	10	7	2	63	76
2	100	10	7	2	62	77
2	100	10	7	2	61	78
2	100	10	7	2	62	79
2	100	10	7	2	62	80
2	100	10	7	2	61	81
2	100	10	7	2	61	82
2	100	10	7	2	63	83
2	100	10	7	2	62	84
2	100	10	7	2	61	85
2	100	10	7	2	60	86
2	100	10	7	2	62	87
2	100	10	7	2	62	88
2	100	10	7	2	61	89
2	100	10	7	2	62	90
2	100	10	7	2	60	91
2	100	10	7	2	61	92
2	100	10	7	2	62	93
2	100	10	7	2	62	94
2	100	10	7	2	62	95
2	100	10	7	2	62	96
2	100	10	7	2	61	97
2	100	10	7	2	62	98
2	100	10	7	2	61	99
2	100	10	7	2	61	100
2	100	10	14	1	62	1
2	100	10	14	1	62	2
2	100	10	14	1	60	3
2	100	10	14	1	61	4
2	100	10	14	1	63	5
2	100	10	14	1	63	6
2	100	10	14	1	62	7
2	100	10	14	1	63	8
2	100	10	14	1	63	9
2	100	10	14	1	62	10
2	100	10	14	1	62	11
2	100	10	14	1	63	12
2	100	10	14	1	63	13
2	100	10	14	1	62	14
2	100	10	14	1	62	15
2	100	10	14	1	63	16
2	100	10	14	1	62	17
2	100	10	14	1	61	18
2	100	10	14	1	62	19
2	100	10	14	1	63	20
2	100	10	14	1	62	21
2	100	10	14	1	62	22
2	100	10	14	1	63	23
2	100	10	14	1	61	24
2	100	10	14	1	63	25
2	100	10	14	1	63	26
2	100	10	14	1	63	27
2	100	10	14	1	63	28
2	100	10	14	1	62	29
2	100	10	14	1	62	30
2	100	10	14	1	63	31
2	100	10	14	1	62	32
2	100	10	14	1	63	33
2	100	10	14	1	63	34
2	100	10	14	1	63	35
2	100	10	14	1	63	36
2	100	10	14	1	63	37
2	100	10	14	1	60	38
2	100	10	14	1	63	39
2	100	10	14	1	61	40
2	100	10	14	1	63	41
2	100	10	14	1	63	42
2	100	10	14	1	62	43
2	100	10	14	1	61	44
2	100	10	14	1	61	45
2	100	10	14	1	62	46
2	100	10	14	1	62	47
2	100	10	14	1	61	48
2	100	10	14	1	63	49
2	100	10	14	1	63	50
2	100	10	14	1	62	51
2	100	10	14	1	63	52
2	100	10	14	1	62	53
2	100	10	14	1	62	54
2	100	10	14	1	62	55
2	100	10	14	1	63	56
2	100	10	14	1	59	57
2	100	10	14	1	61	58
2	100	10	14	1	62	59
2	100	10	14	1	62	60
2	100	10	14	1	62	61
2	100	10	14	1	63	62
2	100	10	14	1	63	63
2	100	10	14	1	63	64
2	100	10	14	1	62	65
2	100	10	14	1	63	66
2	100	10	14	1	63	67
2	100	10	14	1	63	68
2	100	10	14	1	63	69
2	100	10	14	1	62	70
2	100	10	14	1	61	71
2	100	10	14	1	63	72
2	100	10	14	1	62	73
2	100	10	14	1	62	74
2	100	10	14	1	63	75
2	100	10	14	1	63	76
2	100	10	14	1	63	77
2	100	10	14	1	61	78
2	100	10	14	1	63	79
2	100	10	14	1	62	80
2	100	10	14	1	63	81
2	100	10	14	1	62	82
2	100	10	14	1	63	83
2	100	10	14	1	63	84
2	100	10	14	1	63	85
2	100	10	14	1	61	86
2	100	10	14	1	63	87
2	100	10	14	1	62	88
2	100	10	14	1	63	89
2	100	10	14	1	63	90
2	100	10	14	1	63	91
2	100	10	14	1	62	92
2	100	10	14	1	62	93
2	100	10	14	1	62	94
2	100	10	14	1	61	95
2	100	10	14	1	62	96
2	100	10	14	1	61	97
2	100	10	14	1	61	98
2	100	10	14	1	63	99
2	100	10	14	1	62	100
2	100	10	14	2	61	1
2	100	10	14	2	61	2
2	100	10	14	2	63	3
2	100	10	14	2	61	4
2	100	10	14	2	61	5
2	100	10	14	2	62	6
2	100	10	14	2	61	7
2	100	10	14	2	62	8
2	100	10	14	2	60	9
2	100	10	14	2	61	10
2	100	10	14	2	59	11
2	100	10	14	2	61	12
2	100	10	14	2	62	13
2	100	10	14	2	62	14
2	100	10	14	2	58	15
2	100	10	14	2	62	16
2	100	10	14	2	59	17
2	100	10	14	2	63	18
2	100	10	14	2	61	19
2	100	10	14	2	61	20
2	100	10	14	2	61	21
2	100	10	14	2	61	22
2	100	10	14	2	62	23
2	100	10	14	2	61	24
2	100	10	14	2	61	25
2	100	10	14	2	62	26
2	100	10	14	2	62	27
2	100	10	14	2	62	28
2	100	10	14	2	61	29
2	100	10	14	2	61	30
2	100	10	14	2	61	31
2	100	10	14	2	63	32
2	100	10	14	2	62	33
2	100	10	14	2	63	34
2	100	10	14	2	62	35
2	100	10	14	2	62	36
2	100	10	14	2	62	37
2	100	10	14	2	61	38
2	100	10	14	2	62	39
2	100	10	14	2	63	40
2	100	10	14	2	61	41
2	100	10	14	2	61	42
2	100	10	14	2	60	43
2	100	10	14	2	60	44
2	100	10	14	2	61	45
2	100	10	14	2	62	46
2	100	10	14	2	61	47
2	100	10	14	2	60	48
2	100	10	14	2	62	49
2	100	10	14	2	58	50
2	100	10	14	2	62	51
2	100	10	14	2	62	52
2	100	10	14	2	60	53
2	100	10	14	2	62	54
2	100	10	14	2	60	55
2	100	10	14	2	62	56
2	100	10	14	2	62	57
2	100	10	14	2	62	58
2	100	10	14	2	60	59
2	100	10	14	2	62	60
2	100	10	14	2	61	61
2	100	10	14	2	63	62
2	100	10	14	2	62	63
2	100	10	14	2	63	64
2	100	10	14	2	62	65
2	100	10	14	2	61	66
2	100	10	14	2	60	67
2	100	10	14	2	59	68
2	100	10	14	2	62	69
2	100	10	14	2	61	70
2	100	10	14	2	60	71
2	100	10	14	2	62	72
2	100	10	14	2	61	73
2	100	10	14	2	60	74
2	100	10	14	2	61	75
2	100	10	14	2	59	76
2	100	10	14	2	62	77
2	100	10	14	2	60	78
2	100	10	14	2	60	79
2	100	10	14	2	61	80
2	100	10	14	2	61	81
2	100	10	14	2	60	82
2	100	10	14	2	61	83
2	100	10	14	2	62	84
2	100	10	14	2	61	85
2	100	10	14	2	61	86
2	100	10	14	2	60	87
2	100	10	14	2	60	88
2	100	10	14	2	61	89
2	100	10	14	2	63	90
2	100	10	14	2	62	91
2	100	10	14	2	59	92
2	100	10	14	2	61	93
2	100	10	14	2	62	94
2	100	10	14	2	62	95
2	100	10	14	2	61	96
2	100	10	14	2	59	97
2	100	10	14	2	62	98
2	100	10	14	2	60	99
2	100	10	14	2	61	100
